audio_path,reference,hypothesis,latency_s,language
data\raw\fleurs_subset\fr_087.wav,au-dessus on ne peut rien contempler d'autre que le ciel clair et magnifique et les nombreuses montagnes environnantes depuis l'intérieur de la grotte on ne peut voir ou entendre que très peu de choses de cet univers," Au dessus, on ne peut rien contempler d'autre que le ciel clair et magnifique. Elle est nombreuse, montagne et en réadente. Donc, l'intérieur de la grotte, on ne peut voir qu'on entend, on ne peut pas dire que très peu de choses de cet univers.",13.579363800003193,087
data\raw\fleurs_subset\fr_088.wav,une recherche sur internet de « cours en environnement hostile » fournira probablement l'adresse d'une entreprise locale," On en change sur internet de cours en environnement aussi, il faut on y a probablement un dress qui n'ont pas pris le cas.",6.30976119999832,088
data\raw\fleurs_subset\fr_089.wav,la ville est également le point de départ pour l'ascension du volcan nyiragongo ainsi que pour des treks de pistage des gorilles des montagnes parmi les moins chers d'afrique," La ville est également le point de départ pour l'ascension du volcan Nivine-Go-Go, ainsi que pour des trèques de pistages, des gorilles et des montagnes parmi les moches à la fric.",10.419384799999534,089
data\raw\fleurs_subset\fr_090.wav,pour admirer les plus beaux panoramas de hong kong quittez l'île et rejoignez le front de mer de kowloon situé en face," Pour admirer les plus beaux panorama de Hong Kong, quittez-l'île et rejoignez le front de mer de cove-loon situé en face.",13.960230700002285,090
data\raw\fleurs_subset\fr_091.wav,de manière générale deux comportements peuvent émerger lorsqu'un manager devient le chef d'anciens collègues. d'une des extrémités du spectre étant d'essayer de rester « le bon copain » ou la bonne copine," De manière générale, deux comportements peuvent émerger lorsqu'un manager devient le chef dans 5 collègues. D'une des extraimités du spectre est en essayé de rester le bon copain ou la bonne copine.",10.335574700002326,091
data\raw\fleurs_subset\fr_092.wav,aussi après la révolution les métiers furent ouverts à tous les candidats masculins permettant aux plus ambitieux et aux plus talentueux de réussir," Aussi, après la révolution, les métiers furent ouverts à tous les condidants masculins permettant aux plus ambitieux et aux plus talentueux de réussir.",8.883700000005774,092
data\raw\fleurs_subset\fr_093.wav,sundarbans est une réserve naturelle depuis 1966 vous pourrez y trouver environ 400 tigres du bengale royal et 30 000 cerfs tachetés," S'une d'arbans est une réserve naturelle depuis 1976. Vous pourrez trouver en faisant 4 centilles lors du ménage Royal et Trump, il sert à toucher.",7.654007999997702,093
data\raw\fleurs_subset\fr_094.wav,l'actuelle sénatrice et première dame d'argentine cristina fernandez de kirchner a annoncé sa candidature présidentielle hier soir à la plata une ville située à 50 kilomètres 31 miles de buenos aires," L'actuel de sénatrice est premier dame d'Argentine, Cristine Affaire-Dendès de Kirchner, à on sait sa candidature présidentielle hier soir, à la plate-à-m. Une ville située à 50 km, 30 ha de moins nos heures.",11.834291199993459,094
data\raw\fleurs_subset\fr_095.wav,plus la tension est faible plus la force vitale présente est positive chaque personne a la possibilité de trouver une paix et un contentement absolus," Plus l'attention est faible, plus la force vitale présente est positive. Chaque personne a la possibilité de trouver une paix et un contentement absolu.",6.777264299991657,095
data\raw\fleurs_subset\fr_096.wav,lorsque toutes les ressources disponibles sont utilisées efficacement dans les services fonctionnels d'une organisation la créativité et l'ingéniosité peuvent s'exprimer pleinement," Dans ce que toutes les ressources disponibles sont utilisées efficacement dans les services fonctionnaires du organisation, la créativité et l'ingéneusité peuvent s'exprimer pleinement.",6.79496040000231,096
data\raw\fleurs_subset\fr_097.wav,les blogs sont un outil qui stimule la collaboration et encourage les élèves à prolonger leur apprentissage bien au-delà de la journée scolaire traditionnelle, Les blocs sont un outil qui stimulent la collaboration et encourage les élèves à prolonger leur apprentissage bien au-delà de la journée scolaire traditionnelle.,6.769864800007781,097
data\raw\fleurs_subset\fr_098.wav,cependant en raison de la lenteur des moyens de communication les modes occidentales pouvaient accuser un retard de 25 à 30 ans," C'est pendant le raison de la lennanuteur des moyens de communication, les moies d'oxinantale pouvaient accuser un retard de 25 à 30 ans.",7.7453635000129,098
data\raw\fleurs_subset\fr_099.wav,les gens écrivent maintenant des messages sur des écrans d'ordinateur sans jamais avoir à s'approcher d'un taille-crayon, Les gens écrigment tenant des messages des écrans d'ordinateur sans jamais avoir à s'approcher dans ta écrillon.,7.136980700001004,099
